"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1974","1974",74.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1975","1975",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1976","1976",75,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1977","1977",75.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1978","1978",75.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1979","1979",76,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1980","1980",76.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1981","1981",76.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1982","1982",76.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1983","1983",77,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1984","1984",77.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1985","1985",77.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1986","1986",77.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1987","1987",78.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1988","1988",78.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1989","1989",78.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1990","1990",78.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1991","1991",78.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1992","1992",79.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1993","1993",79.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1994","1994",79.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1995","1995",79.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1996","1996",80.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1997","1997",80.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1998","1998",80.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","1999","1999",81,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2000","2000",81.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2001","2001",81.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2002","2002",81.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2003","2003",81.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2004","2004",81.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2005","2005",82,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2006","2006",82.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2007","2007",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2008","2008",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2009","2009",82.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2010","2010",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2011","2011",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2012","2012",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2013","2013",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2014","2014",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2015","2015",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","DEU","Germany","2016","2016",83.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1960","1960",66.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1961","1961",67,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1962","1962",67.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1963","1963",67.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1964","1964",67.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1965","1965",67.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1966","1966",67.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1967","1967",67.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1968","1968",67.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1969","1969",67.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1970","1970",67.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1971","1971",67.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1972","1972",67.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1973","1973",68.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1974","1974",68.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1975","1975",68.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1976","1976",68.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1977","1977",69.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1978","1978",69.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1979","1979",69.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1980","1980",69.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1981","1981",69.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1982","1982",70.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1983","1983",70.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1984","1984",71,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1985","1985",71.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1986","1986",71.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1987","1987",71.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1988","1988",71.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1989","1989",72.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1990","1990",72,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1991","1991",72.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1992","1992",72.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1993","1993",72.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1994","1994",73.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1995","1995",73.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1996","1996",73.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1997","1997",74.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1998","1998",74.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","1999","1999",74.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2000","2000",75.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2001","2001",75.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2002","2002",75.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2003","2003",75.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2004","2004",76.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2005","2005",76.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2006","2006",77.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2007","2007",77.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2008","2008",77.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2009","2009",77.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2010","2010",78,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2011","2011",77.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2012","2012",78.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2013","2013",78.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2014","2014",78.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2015","2015",78.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DEU","Germany","2016","2016",78.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1960","1960",69.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1961","1961",69.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1962","1962",69.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1963","1963",70,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1964","1964",70.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1965","1965",70.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1966","1966",70.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1967","1967",70.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1968","1968",70.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1969","1969",70.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1970","1970",70.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1971","1971",70.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1972","1972",71,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1973","1973",71.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1974","1974",71.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1975","1975",71.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1976","1976",71.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1977","1977",72.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1978","1978",72.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1979","1979",72.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1980","1980",72.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1981","1981",73.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1982","1982",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1983","1983",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1984","1984",74.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1985","1985",74.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1986","1986",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1987","1987",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1988","1988",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1989","1989",75.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1990","1990",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1991","1991",75.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1992","1992",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1993","1993",76.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1994","1994",76.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1995","1995",76.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1996","1996",76.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1997","1997",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1998","1998",77.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","1999","1999",77.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2000","2000",78.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2001","2001",78.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2002","2002",78.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2003","2003",78.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2004","2004",79.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2005","2005",79.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2006","2006",79.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2007","2007",80.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2008","2008",80.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2009","2009",80.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2010","2010",80.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2011","2011",80.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2012","2012",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2013","2013",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2014","2014",81.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2015","2015",80.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2016","2016",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1961","1961",73.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1962","1962",73.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1963","1963",73.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1964","1964",73.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1965","1965",74.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1966","1966",74.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1967","1967",74.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1968","1968",74.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1969","1969",75,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1970","1970",76,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1971","1971",76.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1972","1972",75.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1973","1973",76.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1974","1974",76.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1975","1975",76.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1976","1976",76.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1977","1977",77,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1978","1978",77.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1979","1979",77.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1980","1980",77.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1981","1981",77.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1982","1982",78.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1983","1983",78,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1984","1984",78.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1985","1985",78.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1986","1986",78.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1987","1987",78.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1988","1988",79.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1989","1989",79.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1990","1990",79.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1991","1991",79.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1992","1992",79.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1993","1993",80.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1994","1994",80.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1995","1995",80.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1996","1996",80.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1997","1997",81,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1998","1998",80.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","1999","1999",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2000","2000",81.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2001","2001",81.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2002","2002",82,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2003","2003",82,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2004","2004",82.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2005","2005",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2006","2006",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2007","2007",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2008","2008",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2009","2009",83.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2010","2010",83.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2011","2011",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2012","2012",83.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2013","2013",84,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2014","2014",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2015","2015",83.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GRC","Greece","2016","2016",84,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1961","1961",70.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1962","1962",69.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1963","1963",70.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1964","1964",69.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1965","1965",70.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1966","1966",70.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1967","1967",70.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1968","1968",70.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1969","1969",71,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1970","1970",71.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1971","1971",72.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1972","1972",71.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1973","1973",72,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1974","1974",72.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1975","1975",72.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1976","1976",72.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1977","1977",72.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1978","1978",72.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1979","1979",73.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1980","1980",73,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1981","1981",73.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1982","1982",73.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1983","1983",73.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1984","1984",73.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1985","1985",73.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1986","1986",74.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1987","1987",73.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1988","1988",74.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1989","1989",74.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1990","1990",74.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1991","1991",74.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1992","1992",74.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1993","1993",75.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1994","1994",75.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1995","1995",75.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1996","1996",75.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1997","1997",75.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1998","1998",75.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","1999","1999",75.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2000","2000",75.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2001","2001",76.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2002","2002",76.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2003","2003",76.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2004","2004",76.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2005","2005",76.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2006","2006",77.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2007","2007",76.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2008","2008",77.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2009","2009",77.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2010","2010",78,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2011","2011",78,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2012","2012",78,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2013","2013",78.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2014","2014",78.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2015","2015",78.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GRC","Greece","2016","2016",78.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1961","1961",72,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1962","1962",71.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1963","1963",72,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1964","1964",71.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1965","1965",72.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1966","1966",72.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1967","1967",72.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1968","1968",72.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1969","1969",73,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1970","1970",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1971","1971",74.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1972","1972",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1973","1973",74.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1974","1974",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1975","1975",74.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1976","1976",74.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1977","1977",74.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1978","1978",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1979","1979",75.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1980","1980",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1981","1981",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1982","1982",75.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1983","1983",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1984","1984",76.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1985","1985",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1986","1986",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1987","1987",76.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1988","1988",76.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1989","1989",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1990","1990",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1991","1991",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1992","1992",77.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GRC","Greece","1993","1993",77.6,,
